"ntree","mtry","nodesize","RMSE","MAE","rmse_van","mae_van","rmse_nyc","mae_nyc"
230,135,26,4.21641507977421,3.37563965524121,0.921834948215221,0.921834948215221,5.83259423587225,5.82908751672004
240,135,26,4.22155071951788,3.40683590620223,0.235961473006327,0.235961473006327,5.50343372710787,5.49648181746735
250,135,26,4.28852010979535,3.47779501388949,1.43635759475514,1.43635759475514,5.88765299911553,5.88279044374922
260,135,26,4.23915616426923,3.40769952078317,0.0581615303840408,0.0581615303840408,6.01134461606657,5.9819256914769
270,135,26,4.28506522695227,3.45086006090394,0.799857571485475,0.799857571485475,5.97942421253616,5.97397155289948
280,135,26,4.25981352924797,3.4304387726838,0.424745026629736,0.424745026629736,5.6812494784853,5.67392087449615
290,135,26,4.25228859118538,3.4192977672867,1.07921245423528,1.07921245423528,5.79414383492948,5.79133256079557
300,135,26,4.29035584915529,3.43359385267006,0.138833830247066,0.138833830247066,5.74450060348419,5.74449448544669
10,5,31,4.83103240834218,3.87828241243452,3.48726745870762,3.48726745870762,5.18496933308533,5.06744379449559
20,5,31,4.87235010813733,4.06170741839321,2.09196297280974,2.09196297280974,5.51803202649276,5.47017032151959
30,5,31,4.46071491451131,3.55255239075917,0.102511013449799,0.102511013449799,5.61206404189097,5.54449995565241
40,5,31,4.73231812238862,3.8661620800903,3.58830790728454,3.58830790728454,5.01053610917802,4.89395106546962
50,5,31,4.74840725374898,3.80759109836042,3.10348434492491,3.10348434492491,5.02700813902354,4.93824009169212
60,5,31,4.56843051537372,3.69875004027461,1.38923564036479,1.38923564036479,5.52194960755219,5.43988540655404
70,5,31,4.60364490871224,3.72408602068639,3.83603432269457,3.83603432269457,4.89405267862288,4.8849795693193
80,5,31,4.62452775856875,3.69314475681466,2.49504401806922,2.49504401806922,5.78900073783271,5.7556874608996
90,5,31,4.53061954718136,3.65226278991424,2.95632070123813,2.95632070123813,4.92256789612537,4.89265265372894
100,5,31,4.73049955130682,3.76227495242367,3.59422188623273,3.59422188623273,5.40516567659396,5.26445012685483
110,5,31,4.5673046759764,3.67888801416711,2.92287005860889,2.92287005860889,5.27535406922388,5.19355419751837
120,5,31,4.59260197785298,3.68250610896788,1.96276816978697,1.96276816978697,5.5890474166383,5.43597868212881
130,5,31,4.46028941666518,3.56822601658751,2.00048980683763,2.00048980683763,5.47252857580365,5.38845394251673
140,5,31,4.61083575072738,3.72443538284797,3.04033126149194,3.04033126149194,5.02811676051076,4.94312408992934
