"nrounds","max_depth","eta","gamma","min_child_weight","subsample","colsample_bytree","RMSE","MAE","rmse_nyc","rmse_van","mae_nyc","mae_van"
150,3,0.05,0,5,1,1,5.32922667413772,4.20533136735883,4.53164474067201,0.530029296875,4.36240005493164,0.530029296875
200,3,0.05,0,5,1,1,4.79840821736514,3.80104506643195,4.73422746975391,0.756721496582031,4.59104537963867,0.756721496582031
250,3,0.05,0,5,1,1,4.42112667900227,3.51847611812123,4.72591902125608,0.763702392578125,4.63552093505859,0.763702392578125
50,6,0.05,0,5,1,1,6.83439871394422,5.29529973080284,3.50337892098548,0.514350891113281,2.91676330566406,0.514350891113281
150,6,0.05,0,5,1,1,5.03986282947902,3.82942681563528,4.42444827302603,0.0423736572265625,4.36045837402344,0.0423736572265625
200,6,0.05,0,5,1,1,4.54638337840397,3.51583942614104,4.63218550054301,0.101402282714844,4.62249755859375,0.101402282714844
250,6,0.05,0,5,1,1,4.24134223407882,3.29523186934622,5.14275652074113,0.744895935058594,5.14247131347656,0.744895935058594
50,9,0.05,0,5,1,1,6.83334185734961,5.30354081538686,3.98236815668971,0.650047302246094,3.32360076904297,0.650047302246094
150,9,0.05,0,5,1,1,5.03105645516699,3.82125278941372,4.86449848020865,0.206863403320312,4.82355117797852,0.206863403320312
200,9,0.05,0,5,1,1,4.58589902375565,3.55068180017304,5.07282205197083,0.195945739746094,5.0487174987793,0.195945739746094
250,9,0.05,0,5,1,1,4.29704559496907,3.32563473885519,5.45943707627391,0.113548278808594,5.4578742980957,0.113548278808594
50,3,0.1,0,5,1,1,5.97373912303806,4.66770105194627,4.27185408248641,0.266815185546875,4.10266494750977,0.266815185546875
150,3,0.1,0,5,1,1,4.28066330361967,3.44503101549651,5.1908340554659,0.851852416992188,5.17251205444336,0.851852416992188
200,3,0.1,0,5,1,1,4.0914593304504,3.28000051933422,5.4006969536428,0.470611572265625,5.37993240356445,0.470611572265625
250,3,0.1,0,5,1,1,4.03377306037321,3.16667121753358,5.11042130895782,0.0715484619140625,5.09904479980469,0.0715484619140625
50,6,0.1,0,5,1,1,5.82296821397824,4.49755056280839,3.9308498841249,0.740753173828125,3.77687072753906,0.740753173828125
150,6,0.1,0,5,1,1,4.25451322930139,3.39421175237288,4.57612696898246,1.1121826171875,4.54801940917969,1.1121826171875
200,6,0.1,0,5,1,1,4.03852844987458,3.2324183949253,4.78921627380159,1.52405548095703,4.77143859863281,1.52405548095703
250,6,0.1,0,5,1,1,4.01767181579742,3.21888331363076,4.16731554582804,1.44709014892578,4.15493392944336,1.44709014892578
50,9,0.1,0,5,1,1,5.86718645464239,4.52250243069833,4.10163724712682,0.109306335449219,3.96799468994141,0.109306335449219
150,9,0.1,0,5,1,1,4.24313652207025,3.37724852980229,6.00760461910581,0.410919189453125,6.00291442871094,0.410919189453125
200,9,0.1,0,5,1,1,3.99153618540458,3.19602993078399,6.01301674721956,0.938392639160156,6.00913619995117,0.938392639160156
250,9,0.1,0,5,1,1,3.91826057587621,3.11752252411424,6.12872728579929,1.15235137939453,6.04331207275391,1.15235137939453
50,3,0.01,0.1,1,0.6,0.6,7.85481739604518,6.22584319532963,2.92261595357212,0.910888671875,2.33755111694336,0.910888671875
150,3,0.01,0.1,1,0.6,0.6,7.38805229905545,5.81346424838953,2.89704668242952,1.01692199707031,2.16672897338867,1.01692199707031
200,3,0.01,0.1,1,0.6,0.6,7.16624917550369,5.62281277305201,3.04985446106134,1.16866302490234,2.46012496948242,1.16866302490234
250,3,0.01,0.1,1,0.6,0.6,6.97030702926767,5.45307547586006,3.10839641150788,1.11157989501953,2.68050003051758,1.11157989501953
50,6,0.01,0.1,1,0.6,0.6,7.84690020168924,6.20730938827782,2.88430411407773,1.06053924560547,2.29925155639648,1.06053924560547
150,6,0.01,0.1,1,0.6,0.6,7.36668729903738,5.77976427580181,2.82264155678539,1.12408447265625,2.14463043212891,1.12408447265625
200,6,0.01,0.1,1,0.6,0.6,7.13308332864118,5.57297770182292,2.99702360870694,1.22757720947266,2.43394088745117,1.22757720947266
250,6,0.01,0.1,1,0.6,0.6,6.90023339504316,5.36734758343613,3.22767864241896,1.16828155517578,2.75419998168945,1.16828155517578
50,9,0.01,0.1,1,0.6,0.6,7.85148696920389,6.21706296686541,2.89936622534273,1.11096954345703,2.32093048095703,1.11096954345703
150,9,0.01,0.1,1,0.6,0.6,7.36013374802051,5.78069439268949,3.0026999895754,1.19705200195312,2.24261093139648,1.19705200195312
200,9,0.01,0.1,1,0.6,0.6,7.11103230096519,5.55467371355023,3.16911872520531,1.02408599853516,2.58092880249023,1.02408599853516
250,9,0.01,0.1,1,0.6,0.6,6.89652565901673,5.37094236675062,3.18976397379349,1.13563537597656,2.68038558959961,1.13563537597656
50,3,0.05,0.1,1,0.6,0.6,6.96695084238105,5.45257367585835,3.12533179552013,0.988739013671875,2.66107177734375,0.988739013671875
150,3,0.05,0.1,1,0.6,0.6,5.40508190922322,4.2392468368798,4.40087717996014,1.54347229003906,4.28518295288086,1.54347229003906
200,3,0.05,0.1,1,0.6,0.6,4.90246504204157,3.85479749713028,4.40977766974077,1.57342529296875,4.33904647827148,1.57342529296875
250,3,0.05,0.1,1,0.6,0.6,4.56209224720913,3.56043056019565,4.11727885430876,1.10031890869141,4.01943206787109,1.10031890869141
50,6,0.05,0.1,1,0.6,0.6,6.9235997147611,5.38446727551912,3.19539284363282,1.33003234863281,2.64868545532227,1.33003234863281
150,6,0.05,0.1,1,0.6,0.6,5.19563760924452,3.93554071794476,4.69533602020293,0.935691833496094,4.62641143798828,0.935691833496094
200,6,0.05,0.1,1,0.6,0.6,4.64232544117759,3.51059227658991,4.31015696088999,1.05508422851562,4.2592887878418,1.05508422851562
250,6,0.05,0.1,1,0.6,0.6,4.36746763492371,3.33274640535053,4.22601463593278,1.03900909423828,4.22355270385742,1.03900909423828
50,9,0.05,0.1,1,0.6,0.6,6.8799534917378,5.3657984147992,3.11499253810138,1.26883697509766,2.68639755249023,1.26883697509766
150,9,0.05,0.1,1,0.6,0.6,5.12791650479829,3.91068334746779,4.42926846623578,1.31568908691406,4.40059661865234,1.31568908691406
200,9,0.05,0.1,1,0.6,0.6,4.6647114623914,3.5868333515368,4.5750785485643,1.55657958984375,4.57035064697266,1.55657958984375
250,9,0.05,0.1,1,0.6,0.6,4.43510607942733,3.39299131694593,4.59832967143617,0.626388549804688,4.59580993652344,0.626388549804688
50,3,0.1,0.1,1,0.6,0.6,6.06760167696879,4.75991085119415,4.03864269743488,1.62892913818359,3.89004516601562,1.62892913818359
150,3,0.1,0.1,1,0.6,0.6,4.37588174173592,3.40976982785944,4.49715472432668,2.01177978515625,4.42751693725586,2.01177978515625
200,3,0.1,0.1,1,0.6,0.6,4.18602028872275,3.2815768593236,4.77452378906824,0.102699279785156,4.57704925537109,0.102699279785156
250,3,0.1,0.1,1,0.6,0.6,3.94396801318835,3.12530316804585,4.10264178093044,1.67630004882812,4.10257720947266,1.67630004882812
50,6,0.1,0.1,1,0.6,0.6,5.8616311016135,4.51812958299068,3.6801153549656,0.296119689941406,3.5416374206543,0.296119689941406
150,6,0.1,0.1,1,0.6,0.6,4.09717001197374,3.16940414696409,4.80840483336502,0.581512451171875,4.77732467651367,0.581512451171875
200,6,0.1,0.1,1,0.6,0.6,4.04673725386233,3.2930066292746,5.35695419364282,0.594749450683594,5.22306060791016,0.594749450683594
250,6,0.1,0.1,1,0.6,0.6,4.0078443004103,3.16713326437431,5.15065561741044,0.6153564453125,5.14472198486328,0.6153564453125
50,9,0.1,0.1,1,0.6,0.6,5.90775661957332,4.53615931460732,3.94402552455725,1.03667449951172,3.80196380615234,1.03667449951172
150,9,0.1,0.1,1,0.6,0.6,4.09386903164372,3.30664945903577,5.34003367379266,0.0890884399414062,5.33547973632812,0.0890884399414062
200,9,0.1,0.1,1,0.6,0.6,3.84336339050794,3.00891474673623,6.04842283941724,0.490707397460938,6.04326629638672,0.490707397460938
250,9,0.1,0.1,1,0.6,0.6,3.92549136349248,3.12945596795333,5.59536920928908,0.714363098144531,5.54549026489258,0.714363098144531
50,3,0.01,0.1,3,0.6,0.6,7.85400499965315,6.22146191513329,2.8487628773378,0.986381530761719,2.25914001464844,0.986381530761719
150,3,0.01,0.1,3,0.6,0.6,7.38894784416387,5.8193180017304,3.01270915129979,1.05744171142578,2.29064559936523,1.05744171142578
200,3,0.01,0.1,3,0.6,0.6,7.16529633518572,5.63546404922218,2.9904772514019,0.936813354492188,2.45296096801758,0.936813354492188
250,3,0.01,0.1,3,0.6,0.6,6.94631378328481,5.4259232638175,3.08057770679849,1.02103424072266,2.62990188598633,1.02103424072266
50,6,0.01,0.1,3,0.6,0.6,7.8404666994395,6.20717607464707,2.91835221951645,0.975395202636719,2.3268928527832,0.975395202636719
150,6,0.01,0.1,3,0.6,0.6,7.36544304286503,5.78504100598787,2.85086339052582,1.11894226074219,2.16564559936523,1.11894226074219
200,6,0.01,0.1,3,0.6,0.6,7.12230530690684,5.5711884080318,3.16792712095787,1.09096527099609,2.59454727172852,1.09096527099609
250,6,0.01,0.1,3,0.6,0.6,6.88606450641253,5.36036963211863,3.25208835260235,1.03290557861328,2.7747688293457,1.03290557861328
50,9,0.01,0.1,3,0.6,0.6,7.85248023455146,6.21686821653132,2.91694537404143,1.04443359375,2.32005310058594,1.04443359375
150,9,0.01,0.1,3,0.6,0.6,7.3643267344366,5.7769112837942,2.96975968462717,1.05988311767578,2.26399612426758,1.05988311767578
200,9,0.01,0.1,3,0.6,0.6,7.14557480748289,5.59276821738795,3.00690894256628,1.09883880615234,2.49459838867188,1.09883880615234
250,9,0.01,0.1,3,0.6,0.6,6.91926606489337,5.40275640654982,3.31962888390979,1.22571563720703,2.86531066894531,1.22571563720703
50,3,0.05,0.1,3,0.6,0.6,6.96424464686395,5.43531571773061,3.17680835905372,1.09355926513672,2.73384857177734,1.09355926513672
150,3,0.05,0.1,3,0.6,0.6,5.39598488522111,4.22973820201138,4.44848941198143,1.473876953125,4.36895751953125,1.473876953125
200,3,0.05,0.1,3,0.6,0.6,4.90426192600068,3.83340199788411,4.3734928669194,1.65861511230469,4.31016540527344,1.65861511230469
250,3,0.05,0.1,3,0.6,0.6,4.52256117461838,3.50621835809005,4.36505607378782,1.44330596923828,4.22185897827148,1.44330596923828
50,6,0.05,0.1,3,0.6,0.6,6.89099259357309,5.35408194023266,2.95973222513547,0.795639038085938,2.56280899047852,0.795639038085938
150,6,0.05,0.1,3,0.6,0.6,5.25330405415071,4.05070616069593,4.17257415029432,1.89016723632812,4.1679573059082,1.89016723632812
200,6,0.05,0.1,3,0.6,0.6,4.71838705853932,3.61181453236362,4.23813144012827,0.546195983886719,4.23769378662109,0.546195983886719
250,6,0.05,0.1,3,0.6,0.6,4.47309934966771,3.41413598311575,4.38318271831262,0.476387023925781,4.34672164916992,0.476387023925781
50,9,0.05,0.1,3,0.6,0.6,6.88819716486096,5.33929376434862,3.33614012299452,0.388710021972656,2.86991119384766,0.388710021972656
150,9,0.05,0.1,3,0.6,0.6,5.20227265900941,4.02353106046978,4.39235294730448,1.44104766845703,4.30453491210938,1.44104766845703
200,9,0.05,0.1,3,0.6,0.6,4.73091469794352,3.64633205480743,4.77208177111181,1.35646820068359,4.73954391479492,1.35646820068359
250,9,0.05,0.1,3,0.6,0.6,4.33133086974091,3.36820676033957,4.96833804589767,1.22472381591797,4.96675109863281,1.22472381591797
50,3,0.1,0.1,3,0.6,0.6,6.16309182459845,4.79390087462308,4.26804474259332,1.40611267089844,4.11178207397461,1.40611267089844
150,3,0.1,0.1,3,0.6,0.6,4.21066685118254,3.28130514579907,4.39278777716487,1.78352355957031,4.36250686645508,1.78352355957031
200,3,0.1,0.1,3,0.6,0.6,4.06540737910429,3.27846165707237,4.7328286206858,1.32262420654297,4.65253448486328,1.32262420654297
250,3,0.1,0.1,3,0.6,0.6,4.01435575544574,3.15038286175644,4.81268376715427,1.49740600585938,4.80553436279297,1.49740600585938
50,6,0.1,0.1,3,0.6,0.6,5.87293426373038,4.54263800905462,3.86804910145175,0.725784301757812,3.80295562744141,0.725784301757812
150,6,0.1,0.1,3,0.6,0.6,4.14538411250167,3.22831324527138,4.97014068401002,0.227745056152344,4.93482971191406,0.227745056152344
200,6,0.1,0.1,3,0.6,0.6,4.11789361227227,3.22692456161767,6.83681919890213,0.177642822265625,6.83662796020508,0.177642822265625
250,6,0.1,0.1,3,0.6,0.6,4.04621132289106,3.21392755341112,5.41513960293943,0.670074462890625,5.25605773925781,0.670074462890625
50,9,0.1,0.1,3,0.6,0.6,5.83447311666905,4.49289837218168,3.94923203308794,0.743560791015625,3.86549377441406,0.743560791015625
150,9,0.1,0.1,3,0.6,0.6,4.25238627844376,3.22285836203056,5.56547464683839,0.279853820800781,5.56169891357422,0.279853820800781
200,9,0.1,0.1,3,0.6,0.6,4.2708122004817,3.45099211575692,5.07451459726903,1.72427368164062,5.02251052856445,1.72427368164062
250,9,0.1,0.1,3,0.6,0.6,3.95921483273599,3.11347921271073,6.39443833031924,0.662384033203125,6.23176956176758,0.662384033203125
50,3,0.01,0.1,5,0.6,0.6,7.85410207471482,6.23081060041461,2.84789466429142,1.03885650634766,2.26340484619141,1.03885650634766
150,3,0.01,0.1,5,0.6,0.6,7.37636133264768,5.81208520186575,2.98538147023344,1.15594482421875,2.29385375976562,1.15594482421875
200,3,0.01,0.1,5,0.6,0.6,7.15519161280432,5.62888925117359,2.95527171929684,1.19126892089844,2.44313430786133,1.19126892089844
250,3,0.01,0.1,5,0.6,0.6,6.93868463398574,5.43996496367873,3.16499757776778,1.01741027832031,2.73563003540039,1.01741027832031
50,6,0.01,0.1,5,0.6,0.6,7.84395281648017,6.2129568802683,2.83517030154502,1.08407592773438,2.26551055908203,1.08407592773438
150,6,0.01,0.1,5,0.6,0.6,7.36129150772092,5.80153575696443,2.95574282421946,1.17369842529297,2.27156448364258,1.17369842529297
200,6,0.01,0.1,5,0.6,0.6,7.12793807951359,5.58979007654023,2.91754331676672,1.17218780517578,2.40336608886719,1.17218780517578
250,6,0.01,0.1,5,0.6,0.6,6.91463550081957,5.39951351232696,3.08283328819059,1.078369140625,2.68859100341797,1.078369140625
50,9,0.01,0.1,5,0.6,0.6,7.84716239626716,6.21246137117085,2.83995450387225,1.05377197265625,2.25625991821289,1.05377197265625
150,9,0.01,0.1,5,0.6,0.6,7.35145038048741,5.78452622263055,2.82136793840151,1.16590881347656,2.18178939819336,1.16590881347656
200,9,0.01,0.1,5,0.6,0.6,7.12025820929419,5.58393110308731,3.09808878835792,1.24740600585938,2.54426193237305,1.24740600585938
250,9,0.01,0.1,5,0.6,0.6,6.89732510551163,5.39151844225432,3.14916853192524,1.06385803222656,2.71710205078125,1.06385803222656
50,3,0.05,0.1,5,0.6,0.6,6.91531711705069,5.42061173288446,3.23200332153969,1.12470245361328,2.85505294799805,1.12470245361328
150,3,0.05,0.1,5,0.6,0.6,5.29625726473065,4.16295034843579,4.45692828696178,1.49083709716797,4.34698104858398,1.49083709716797
200,3,0.05,0.1,5,0.6,0.6,4.86494933474497,3.8215676023249,4.58205997162506,2.74664306640625,4.50552368164062,2.74664306640625
250,3,0.05,0.1,5,0.6,0.6,4.53016332360738,3.57283488491125,4.42600260634649,1.81098175048828,4.39352035522461,1.81098175048828
50,6,0.05,0.1,5,0.6,0.6,6.90426536260111,5.4053023488898,3.2684967628163,1.26334381103516,2.81740951538086,1.26334381103516
150,6,0.05,0.1,5,0.6,0.6,5.19762748913655,4.03380169784814,3.70387863621958,1.66281890869141,3.69484710693359,1.66281890869141
200,6,0.05,0.1,5,0.6,0.6,4.75091979434767,3.68118527061061,4.55589140898311,1.641357421875,4.51438140869141,1.641357421875
250,6,0.05,0.1,5,0.6,0.6,4.41872680831345,3.34611310456928,4.46504300338928,1.65036010742188,4.4625358581543,1.65036010742188
50,9,0.05,0.1,5,0.6,0.6,6.94557883614542,5.45438652707819,3.12991083876675,1.13091278076172,2.73088073730469,1.13091278076172
150,9,0.05,0.1,5,0.6,0.6,5.21358379832516,4.05225037691886,4.03480706223432,2.19596099853516,3.98558807373047,2.19596099853516
200,9,0.05,0.1,5,0.6,0.6,4.68968859074761,3.59323642128392,4.58501508933935,1.22328948974609,4.57917022705078,1.22328948974609
250,9,0.05,0.1,5,0.6,0.6,4.37237008873393,3.34375066924513,4.05682447821208,1.81522369384766,4.05469512939453,1.81522369384766
50,3,0.1,0.1,5,0.6,0.6,5.94710524403453,4.63991038004557,4.39308671469869,1.00723266601562,4.23950958251953,1.00723266601562
150,3,0.1,0.1,5,0.6,0.6,4.39287462316551,3.41366296065481,4.65852084399002,1.73432922363281,4.64360809326172,1.73432922363281
200,3,0.1,0.1,5,0.6,0.6,4.14332371287386,3.31632165741502,5.15256987236497,1.52348327636719,5.13188552856445,1.52348327636719
250,3,0.1,0.1,5,0.6,0.6,4.0157392695567,3.15407187478584,4.73138622710163,1.6240234375,4.48739242553711,1.6240234375
50,6,0.1,0.1,5,0.6,0.6,5.93575590735725,4.62704374079119,3.96463661513819,1.78536224365234,3.89507293701172,1.78536224365234
150,6,0.1,0.1,5,0.6,0.6,4.35320516221217,3.4506641856411,4.52504277351647,0.542434692382812,4.46413421630859,0.542434692382812
200,6,0.1,0.1,5,0.6,0.6,4.22009983844696,3.33121517248321,5.16945675123144,2.10613250732422,5.12706756591797,2.10613250732422
250,6,0.1,0.1,5,0.6,0.6,4.03298746665306,3.19036718000445,4.70098360120882,0.508270263671875,4.64049911499023,0.508270263671875
50,9,0.1,0.1,5,0.6,0.6,5.87361575067681,4.56731695877878,3.79614921278048,1.77216339111328,3.6632194519043,1.77216339111328
150,9,0.1,0.1,5,0.6,0.6,4.43384452082541,3.45451796682257,4.0025762965996,1.69551086425781,3.94306564331055,1.69551086425781
200,9,0.1,0.1,5,0.6,0.6,3.98185621238051,3.0567965591163,3.88354452241482,1.65126037597656,3.87701416015625,1.65126037597656
250,9,0.1,0.1,5,0.6,0.6,4.06762090765889,3.23831886157655,4.74500802155178,0.943710327148438,4.6285400390625,0.943710327148438
50,3,0.01,0.1,1,0.8,0.6,7.86175734001941,6.22940183940687,2.92093092725618,0.976203918457031,2.3436164855957,0.976203918457031
150,3,0.01,0.1,1,0.8,0.6,7.37898412238995,5.80613721880996,3.01543678366841,0.966484069824219,2.2208251953125,0.966484069824219
200,3,0.01,0.1,1,0.8,0.6,7.15831443090981,5.60702541418243,3.04077182852181,1.0010986328125,2.44531631469727,1.0010986328125
250,3,0.01,0.1,1,0.8,0.6,6.94262250125733,5.42718305085835,3.20159313822947,0.836685180664062,2.70285034179688,0.836685180664062
50,6,0.01,0.1,1,0.8,0.6,7.83119426812939,6.2028235719915,2.97606475027552,1.09007263183594,2.36317825317383,1.09007263183594
150,6,0.01,0.1,1,0.8,0.6,7.29917243058452,5.71747629266036,3.12484548440976,1.15151977539062,2.31613159179688,1.15151977539062
200,6,0.01,0.1,1,0.8,0.6,7.04824219083759,5.49884046588028,3.34981504020401,1.10145568847656,2.70705413818359,1.10145568847656
250,6,0.01,0.1,1,0.8,0.6,6.82402674281454,5.3039192065858,3.29727612651846,1.04515075683594,2.78018188476562,1.04515075683594
50,9,0.01,0.1,1,0.8,0.6,7.83055630426208,6.20052471495511,3.03683025115857,1.1419677734375,2.39577484130859,1.1419677734375
150,9,0.01,0.1,1,0.8,0.6,7.30801410050672,5.73432935748184,3.06388809834166,1.16432952880859,2.28529739379883,1.16432952880859
200,9,0.01,0.1,1,0.8,0.6,7.05331801860328,5.50765777052495,3.10388704326044,1.19657135009766,2.47922515869141,1.19657135009766
250,9,0.01,0.1,1,0.8,0.6,6.80972021178157,5.29435877214398,3.41686282822011,1.17159271240234,2.86395263671875,1.17159271240234
50,3,0.05,0.1,1,0.8,0.6,6.96201046015334,5.44612697132847,3.29977786414102,0.628334045410156,2.74531173706055,0.628334045410156
150,3,0.05,0.1,1,0.8,0.6,5.38072245404646,4.22013185735334,4.51375239856096,0.896942138671875,4.36775588989258,0.896942138671875
200,3,0.05,0.1,1,0.8,0.6,4.85062581979979,3.79837611683628,4.24878783939739,1.21871185302734,4.16027069091797,1.21871185302734
250,3,0.05,0.1,1,0.8,0.6,4.53035395405012,3.5003407796224,4.69807542247066,0.690185546875,4.60494995117188,0.690185546875
50,6,0.05,0.1,1,0.8,0.6,6.85064534245362,5.337028637267,3.17234502548375,0.866432189941406,2.74972915649414,0.866432189941406
150,6,0.05,0.1,1,0.8,0.6,5.04651237837846,3.84365617183217,4.73125564352626,0.0164413452148438,4.69340515136719,0.0164413452148438
200,6,0.05,0.1,1,0.8,0.6,4.5236125929569,3.45038136264734,4.67446556688766,0.359970092773438,4.63665008544922,0.359970092773438
250,6,0.05,0.1,1,0.8,0.6,4.30669782124609,3.33489428068462,5.31335554617093,0.0906524658203125,5.30729675292969,0.0906524658203125
50,9,0.05,0.1,1,0.8,0.6,6.8291986907821,5.29780578613281,3.31578348143018,0.705047607421875,2.67171859741211,0.705047607421875
150,9,0.05,0.1,1,0.8,0.6,4.9609581876843,3.7921984488504,4.16334992301654,0.717201232910156,4.10673522949219,0.717201232910156
200,9,0.05,0.1,1,0.8,0.6,4.48210873584835,3.41580454508464,4.45340214350074,0.390876770019531,4.45155715942383,0.390876770019531
250,9,0.05,0.1,1,0.8,0.6,4.4064663920952,3.32702663488555,5.47190223822057,0.0106277465820312,5.4481086730957,0.0106277465820312
50,3,0.1,0.1,1,0.8,0.6,6.00717459131359,4.6623968827097,3.89280403305789,1.32440185546875,3.59580993652344,1.32440185546875
150,3,0.1,0.1,1,0.8,0.6,4.33897326490718,3.37993394282826,4.63756882142259,0.244644165039062,4.57386016845703,0.244644165039062
200,3,0.1,0.1,1,0.8,0.6,4.01356475558735,3.18978560598273,4.50815824525352,0.37213134765625,4.37626647949219,0.37213134765625
250,3,0.1,0.1,1,0.8,0.6,4.00485143861863,3.14632429156387,4.44966396869375,0.0926284790039062,4.36735153198242,0.0926284790039062
50,6,0.1,0.1,1,0.8,0.6,5.84442102545619,4.52230379874246,4.87351407971598,1.01014709472656,4.72158432006836,1.01014709472656
150,6,0.1,0.1,1,0.8,0.6,4.10928181891,3.31738508793346,5.94771726262692,0.113105773925781,5.94771194458008,0.113105773925781
200,6,0.1,0.1,1,0.8,0.6,3.90367776300515,3.10711803770902,5.64291241393997,0.463241577148438,5.63614273071289,0.463241577148438
250,6,0.1,0.1,1,0.8,0.6,4.00773328771628,3.14173420688562,5.33886711481493,1.53546142578125,5.33648300170898,1.53546142578125
50,9,0.1,0.1,1,0.8,0.6,5.81944736971097,4.47762887519703,4.0717573736076,1.26920318603516,3.960693359375,1.26920318603516
150,9,0.1,0.1,1,0.8,0.6,4.11720138865164,3.24989519621197,5.2564307581025,1.14071655273438,4.99096298217773,1.14071655273438
200,9,0.1,0.1,1,0.8,0.6,4.21190633416293,3.44493959661116,6.65990926479139,0.324928283691406,6.50150299072266,0.324928283691406
250,9,0.1,0.1,1,0.8,0.6,3.98125476430462,3.31628230580112,5.35780123483556,1.49741363525391,5.34939956665039,1.49741363525391
50,3,0.01,0.1,3,0.8,0.6,7.84948631312428,6.21323046767921,2.89362947594431,0.891586303710938,2.29510116577148,0.891586303710938
150,3,0.01,0.1,3,0.8,0.6,7.38220625231102,5.80418369226288,2.93929396746775,0.778450012207031,2.24769592285156,0.778450012207031
200,3,0.01,0.1,3,0.8,0.6,7.1445821833542,5.59342193603516,3.07433809872322,0.603599548339844,2.54142761230469,0.603599548339844
250,3,0.01,0.1,3,0.8,0.6,6.94350832319446,5.42456027917695,3.18217017749781,0.602920532226562,2.76256942749023,0.602920532226562
50,6,0.01,0.1,3,0.8,0.6,7.84018859963779,6.20845219126919,2.91606942045535,1.05445861816406,2.31254959106445,1.05445861816406
150,6,0.01,0.1,3,0.8,0.6,7.33145458315102,5.74409712406627,3.06995274564964,1.0208740234375,2.36116790771484,1.0208740234375
200,6,0.01,0.1,3,0.8,0.6,7.08944589998107,5.52811846816749,3.14406439475097,0.649940490722656,2.59081649780273,0.649940490722656
250,6,0.01,0.1,3,0.8,0.6,6.84708578542887,5.30424312123081,3.35342581362665,0.617111206054688,2.90938186645508,0.617111206054688
50,9,0.01,0.1,3,0.8,0.6,7.83738273923332,6.19884223268743,2.89973183164179,0.986587524414062,2.29703140258789,0.986587524414062
150,9,0.01,0.1,3,0.8,0.6,7.32954300751491,5.73072855096114,3.10893349571983,0.714111328125,2.3732795715332,0.714111328125
200,9,0.01,0.1,3,0.8,0.6,7.07890170536814,5.52104468094675,3.18122469384005,0.90850830078125,2.59950637817383,0.90850830078125
250,9,0.01,0.1,3,0.8,0.6,6.85633755386119,5.32344122100295,3.3743699540118,0.68438720703125,2.90446472167969,0.68438720703125
50,3,0.05,0.1,3,0.8,0.6,6.90328380134,5.38671152215255,3.24113997382876,0.698387145996094,2.79783630371094,0.698387145996094
150,3,0.05,0.1,3,0.8,0.6,5.31484711218375,4.15833429704633,4.2282324745984,1.50621795654297,4.04985046386719,1.50621795654297
200,3,0.05,0.1,3,0.8,0.6,4.86554055685512,3.8221400746128,4.5542781485503,0.667129516601562,4.52482223510742,0.667129516601562
250,3,0.05,0.1,3,0.8,0.6,4.47328790253326,3.49134679426227,4.64817683339043,0.538330078125,4.47956848144531,0.538330078125
50,6,0.05,0.1,3,0.8,0.6,6.85019308973998,5.32761289362322,3.28551894334254,0.861900329589844,2.84507751464844,0.861900329589844
150,6,0.05,0.1,3,0.8,0.6,5.11472965965582,3.88764980383087,4.55445188731714,0.256439208984375,4.51254653930664,0.256439208984375
200,6,0.05,0.1,3,0.8,0.6,4.59389704528135,3.51165182548657,4.92706393023021,0.511512756347656,4.92514801025391,0.511512756347656
250,6,0.05,0.1,3,0.8,0.6,4.34643014164664,3.35695621423554,5.44214841290864,0.331611633300781,5.44205474853516,0.331611633300781
50,9,0.05,0.1,3,0.8,0.6,6.91654672494064,5.38236263342071,3.58929332736981,0.96697998046875,3.06020736694336,0.96697998046875
150,9,0.05,0.1,3,0.8,0.6,5.04520839078885,3.83873159843579,4.14374600245985,1.00150299072266,4.13944244384766,1.00150299072266
200,9,0.05,0.1,3,0.8,0.6,4.62482956417901,3.56183356569524,4.8339266552634,0.285430908203125,4.83045196533203,0.285430908203125
250,9,0.05,0.1,3,0.8,0.6,4.33887757020301,3.32540666011342,5.01634796232438,0.258346557617188,5.0024528503418,0.258346557617188
50,3,0.1,0.1,3,0.8,0.6,5.98637481785884,4.68858337402344,4.20104798241819,0.53350830078125,3.9630126953125,0.53350830078125
150,3,0.1,0.1,3,0.8,0.6,4.26889354074535,3.34434375428317,4.93910099939146,1.60871124267578,4.9190559387207,1.60871124267578
200,3,0.1,0.1,3,0.8,0.6,4.01962854718621,3.20883473178797,4.61671604815224,0.820716857910156,4.59957122802734,0.820716857910156
250,3,0.1,0.1,3,0.8,0.6,3.91663722106111,3.04966548451206,4.20983370700905,0.597221374511719,4.20699310302734,0.597221374511719
50,6,0.1,0.1,3,0.8,0.6,5.87506024568314,4.55574263187877,4.13376597656954,0.504608154296875,3.92078399658203,0.504608154296875
150,6,0.1,0.1,3,0.8,0.6,4.23054952015296,3.25660210325007,5.71756520102331,0.26409912109375,5.65303039550781,0.26409912109375
200,6,0.1,0.1,3,0.8,0.6,3.86593218297076,2.96770918996711,5.04718205285617,1.02500915527344,5.04605865478516,1.02500915527344
250,6,0.1,0.1,3,0.8,0.6,4.12280859010823,3.28673379463062,5.36015761496791,0.123092651367188,5.32164001464844,0.123092651367188
50,9,0.1,0.1,3,0.8,0.6,5.83500814485651,4.505440829093,3.95511989867629,0.57037353515625,3.93169021606445,0.57037353515625
150,9,0.1,0.1,3,0.8,0.6,4.12996374821038,3.17156513950281,5.21477695444187,1.42656707763672,5.20828247070312,1.42656707763672
