"ntree","mtry","nodesize","RMSE","MAE"
300,135,1,4.24837027576458,3.76214285714286
10,145,1,4.51829613903294,3.95
20,145,1,4.04481590610571,3.425
30,145,1,4.41865633530419,3.9452380952381
40,145,1,4.41552152719731,3.94464285714285
50,145,1,4.38019895177637,3.77285714285714
60,145,1,4.49879834043898,3.90595238095238
70,145,1,4.39470261550395,3.84897959183674
80,145,1,4.23857445290951,3.67857142857143
90,145,1,4.37920571345718,3.90317460317461
100,145,1,4.42091053969655,3.81214285714286
110,145,1,4.26473278068778,3.71168831168831
120,145,1,4.17871175656379,3.70892857142857
130,145,1,4.33336784996115,3.75879120879121
140,145,1,4.2034611068699,3.55867346938776
150,145,1,4.0966625983164,3.64428571428571
160,145,1,4.19218554489865,3.68482142857143
170,145,1,4.240596878776,3.72310924369748
180,145,1,4.27633762606082,3.70793650793651
190,145,1,4.1717108894496,3.62218045112782
200,145,1,4.26049712055832,3.69214285714286
210,145,1,4.3120577358982,3.77142857142857
220,145,1,4.30561414482401,3.75292207792208
230,145,1,4.29646857104932,3.69347826086957
240,145,1,4.34873037255411,3.77857142857143
250,145,1,4.14585714039587,3.60028571428571
260,145,1,4.32393034476431,3.71483516483516
270,145,1,4.23283961625422,3.73862433862434
280,145,1,4.25436439857472,3.70127551020408
290,145,1,4.24993799852855,3.76083743842365
300,145,1,4.27535870582716,3.69428571428572
10,155,1,4.15382783878746,3.74285714285714
20,155,1,4.35408264899574,3.78928571428572
30,155,1,4.36832029757689,3.85238095238095
40,155,1,4.15394068497442,3.64821428571429
50,155,1,4.15893530331296,3.67428571428571
60,155,1,4.24963817320659,3.69880952380952
70,155,1,4.33664969904705,3.86326530612245
80,155,1,4.15662793662981,3.60446428571429
90,155,1,4.30954909519315,3.74206349206349
100,155,1,4.18384734083697,3.66357142857143
110,155,1,4.25940309878853,3.74285714285714
120,155,1,4.22636988217458,3.72619047619048
130,155,1,4.21234600115829,3.70384615384616
140,155,1,4.15976931548103,3.65714285714286
150,155,1,4.34104698072814,3.81476190476191
160,155,1,4.15047968129244,3.64330357142857
170,155,1,4.22815691813463,3.6781512605042
180,155,1,4.22975283945675,3.68452380952381
190,155,1,4.18276349878202,3.67406015037594
200,155,1,4.35080780676745,3.79428571428572
210,155,1,4.16293302106441,3.67176870748299
220,155,1,4.17104360820911,3.61915584415585
230,155,1,4.2850899266152,3.72981366459627
240,155,1,4.22300821252993,3.69613095238095
250,155,1,4.11712146321397,3.614
260,155,1,4.23800056327304,3.72857142857143
270,155,1,4.24251447391007,3.78386243386244
280,155,1,4.16932049839867,3.5875
290,155,1,4.29325518555911,3.79162561576355
300,155,1,4.19639055031746,3.62285714285714
10,165,1,4.14160079472384,3.61428571428571
20,165,1,4.23832429825077,3.375
30,165,1,4.45917103834405,4.08333333333333
40,165,1,4.3569115863681,3.71071428571428
50,165,1,4.37055406752312,3.83
60,165,1,4.12223933595044,3.59285714285714
70,165,1,4.09136187381504,3.64081632653061
80,165,1,4.20566820960543,3.61696428571429
90,165,1,4.26144687321839,3.8031746031746
100,165,1,4.34711562828898,3.82
110,165,1,4.22887555146189,3.73636363636364
120,165,1,4.01588178954748,3.46488095238095
130,165,1,4.16610878203751,3.62252747252747
140,165,1,4.33975621032041,3.74183673469388
150,165,1,4.33911116638946,3.75428571428571
160,165,1,4.17741823411046,3.66741071428571
170,165,1,4.19057919966564,3.68991596638655
180,165,1,4.25643873714917,3.67698412698413
190,165,1,4.31321764559255,3.82481203007519
200,165,1,4.33655516675226,3.75428571428571
210,165,1,4.20046255185044,3.68333333333333
220,165,1,4.17448556028575,3.63733766233766
230,165,1,4.21605825125363,3.71739130434783
240,165,1,4.27610099068529,3.69047619047619
250,165,1,4.26436918798415,3.70885714285714
260,165,1,4.090318549041,3.58516483516483
270,165,1,4.26543157553526,3.70714285714286
280,165,1,4.2313286050422,3.66530612244898
290,165,1,4.26266994025277,3.69507389162562
300,165,1,4.31832005474792,3.76547619047619
10,5,6,4.10670367562173,3.57761904761905
20,5,6,4.13002379864583,3.42208333333333
30,5,6,3.98264653373838,3.40761904761904
40,5,6,4.25721300843714,3.32113095238096
50,5,6,4.10490354854498,3.43009523809524
60,5,6,4.32762320732283,3.48938492063493
70,5,6,4.13786019701513,3.28210884353741
80,5,6,4.1564395047948,3.27462797619048
90,5,6,4.22607720811854,3.40334656084656
100,5,6,4.51791696760692,3.58197619047619
110,5,6,4.04474525232086,3.46609307359308
120,5,6,4.22477797104138,3.40760912698412
130,5,6,4.22691783891903,3.59096153846153
140,5,6,4.45130079582393,3.62917517006803
150,5,6,4.08288611512744,3.31791269841269
160,5,6,4.02466831083578,3.31560267857143
170,5,6,4.10661916953564,3.39962885154063
